date	close	x
28-Apr-14	6978842650	1398708905
29-Apr-14	6978842650	1398795305
30-Apr-14	8000872136	1398881705
01-May-14	8000872136	1398968105
02-May-14	8000872136	1399054505
03-May-14	8000872136	1399140905
04-May-14	8000872136	1399227305
05-May-14	8000872136	1399313705
06-May-14	8000872136	1399400105
07-May-14	8000872136	1399486505
08-May-14	8000872136	1399572905
09-May-14	8000872136	1399659305
10-May-14	8000872136	1399745705
11-May-14	8000872136	1399832105
12-May-14	8853416309	1399918505
13-May-14	8853416309	1400004905
14-May-14	8853416309	1400091305
15-May-14	8853416309	1400177705
16-May-14	8853416309	1400264105
17-May-14	8853416309	1400350505
18-May-14	8853416309	1400436905
19-May-14	8853416309	1400523305
20-May-14	8853416309	1400609705
21-May-14	8853416309	1400696105
22-May-14	8853416309	1400782505
23-May-14	8853416309	1400868905
24-May-14	10455720138	1400955305
25-May-14	10455720138	1401041705
26-May-14	10455720138	1401128105
27-May-14	10455720138	1401214505
28-May-14	10455720138	1401300905
29-May-14	10455720138	1401387305
30-May-14	10455720138	1401473705
31-May-14	10455720138	1401560105
01-Jun-14	10455720138	1401646505
02-Jun-14	10455720138	1401732905
03-Jun-14	10455720138	1401819305
04-Jun-14	10455720138	1401905705
05-Jun-14	10455720138	1401992105
06-Jun-14	11756551917	1402078505
07-Jun-14	11756551917	1402164905
08-Jun-14	11756551917	1402251305
09-Jun-14	11756551917	1402337705
10-Jun-14	11756551917	1402424105
11-Jun-14	11756551917	1402510505
12-Jun-14	11756551917	1402596905
13-Jun-14	11756551917	1402683305
14-Jun-14	11756551917	1402769705
15-Jun-14	11756551917	1402856105
16-Jun-14	11756551917	1402942505
17-Jun-14	11756551917	1403028905
18-Jun-14	13462580115	1403115305
19-Jun-14	13462580115	1403201705
20-Jun-14	13462580115	1403288105
21-Jun-14	13462580115	1403374505
22-Jun-14	13462580115	1403460905
23-Jun-14	13462580115	1403547305
24-Jun-14	13462580115	1403633705
25-Jun-14	13462580115	1403720105
26-Jun-14	13462580115	1403806505
27-Jun-14	13462580115	1403892905
28-Jun-14	13462580115	1403979305
29-Jun-14	16818461371	1404065705
30-Jun-14	16818461371	1404152105
01-Jul-14	16818461371	1404238505
02-Jul-14	16818461371	1404324905
03-Jul-14	16818461371	1404411305
04-Jul-14	16818461371	1404497705
05-Jul-14	16818461371	1404584105
06-Jul-14	16818461371	1404670505
07-Jul-14	16818461371	1404756905
08-Jul-14	16818461371	1404843305
09-Jul-14	16818461371	1404929705
10-Jul-14	16818461371	1405016105
11-Jul-14	16818461371	1405102505
12-Jul-14	16818461371	1405188905
13-Jul-14	17336316979	1405275305
14-Jul-14	17336316979	1405361705
15-Jul-14	17336316979	1405448105
16-Jul-14	17336316979	1405534505
17-Jul-14	17336316979	1405620905
18-Jul-14	17336316979	1405707305
19-Jul-14	17336316979	1405793705
20-Jul-14	17336316979	1405880105
21-Jul-14	17336316979	1405966505
22-Jul-14	17336316979	1406052905
23-Jul-14	17336316979	1406139305
24-Jul-14	17336316979	1406225705
25-Jul-14	17336316979	1406312105
26-Jul-14	18736441558	1406398505
27-Jul-14	18736441558	1406484905
28-Jul-14	18736441558	1406571305
29-Jul-14	18736441558	1406657705
30-Jul-14	18736441558	1406744105
31-Jul-14	18736441558	1406830505
01-Aug-14	18736441558	1406916905
02-Aug-14	18736441558	1407003305
03-Aug-14	18736441558	1407089705
04-Aug-14	18736441558	1407176105
05-Aug-14	18736441558	1407262505
06-Aug-14	18736441558	1407348905
07-Aug-14	18736441558	1407435305
08-Aug-14	19729645941	1407521705
09-Aug-14	19729645941	1407608105
10-Aug-14	19729645941	1407694505
11-Aug-14	19729645941	1407780905
12-Aug-14	19729645941	1407867305
13-Aug-14	19729645941	1407953705
14-Aug-14	19729645941	1408040105
15-Aug-14	19729645941	1408126505
16-Aug-14	19729645941	1408212905
17-Aug-14	19729645941	1408299305
18-Aug-14	19729645941	1408385705
19-Aug-14	19729645941	1408472105
20-Aug-14	23844670039	1408558505
21-Aug-14	23844670039	1408644905
22-Aug-14	23844670039	1408731305
23-Aug-14	23844670039	1408817705
24-Aug-14	23844670039	1408904105
25-Aug-14	23844670039	1408990505
26-Aug-14	23844670039	1409076905
27-Aug-14	23844670039	1409163305
28-Aug-14	23844670039	1409249705
29-Aug-14	23844670039	1409336105
30-Aug-14	23844670039	1409422505
31-Aug-14	23844670039	1409508905
01-Sep-14	27428630902	1409595305
02-Sep-14	27428630902	1409681705
03-Sep-14	27428630902	1409768105
04-Sep-14	27428630902	1409854505
05-Sep-14	27428630902	1409940905
06-Sep-14	27428630902	1410027305
07-Sep-14	27428630902	1410113705
08-Sep-14	27428630902	1410200105
09-Sep-14	27428630902	1410286505
10-Sep-14	27428630902	1410372905
11-Sep-14	27428630902	1410459305
12-Sep-14	27428630902	1410545705
13-Sep-14	27428630902	1410632105
14-Sep-14	29829733124	1410718505
15-Sep-14	29829733124	1410804905
16-Sep-14	29829733124	1410891305
17-Sep-14	29829733124	1410977705
18-Sep-14	29829733124	1411064105
19-Sep-14	29829733124	1411150505
20-Sep-14	29829733124	1411236905
21-Sep-14	29829733124	1411323305
22-Sep-14	29829733124	1411409705
23-Sep-14	29829733124	1411496105
24-Sep-14	29829733124	1411582505
25-Sep-14	29829733124	1411668905
26-Sep-14	34661425924	1411755305
27-Sep-14	34661425924	1411841705
28-Sep-14	34661425924	1411928105
29-Sep-14	34661425924	1412014505
30-Sep-14	34661425924	1412100905
01-Oct-14	34661425924	1412187305
02-Oct-14	34661425924	1412273705
03-Oct-14	34661425924	1412360105
04-Oct-14	34661425924	1412446505
05-Oct-14	34661425924	1412532905
06-Oct-14	34661425924	1412619305
07-Oct-14	34661425924	1412705705
08-Oct-14	34661425924	1412792105
09-Oct-14	35002482026	1412878505
10-Oct-14	35002482026	1412964905
11-Oct-14	35002482026	1413051305
12-Oct-14	35002482026	1413137705
13-Oct-14	35002482026	1413224105
14-Oct-14	35002482026	1413310505
15-Oct-14	35002482026	1413396905
16-Oct-14	35002482026	1413483305
17-Oct-14	35002482026	1413569705
18-Oct-14	35002482026	1413656105
19-Oct-14	35002482026	1413742505
20-Oct-14	35002482026	1413828905
21-Oct-14	35002482026	1413915305
22-Oct-14	35002482026	1414001705
23-Oct-14	35985640265	1414088105
24-Oct-14	35985640265	1414174505
25-Oct-14	35985640265	1414260905
26-Oct-14	35985640265	1414347305
27-Oct-14	35985640265	1414433705
28-Oct-14	35985640265	1414520105
29-Oct-14	35985640265	1414606505
30-Oct-14	35985640265	1414692905
31-Oct-14	35985640265	1414779305
01-Nov-14	35985640265	1414865705
02-Nov-14	35985640265	1414952105
03-Nov-14	35985640265	1415038505
04-Nov-14	35985640265	1415124905
05-Nov-14	39603666252	1415211305
06-Nov-14	39603666252	1415297705
07-Nov-14	39603666252	1415384105
08-Nov-14	39603666252	1415470505
09-Nov-14	39603666252	1415556905
10-Nov-14	39603666252	1415643305
11-Nov-14	39603666252	1415729705
12-Nov-14	39603666252	1415816105
13-Nov-14	39603666252	1415902505
14-Nov-14	39603666252	1415988905
15-Nov-14	39603666252	1416075305
16-Nov-14	39603666252	1416161705
17-Nov-14	39603666252	1416248105
18-Nov-14	39603666252	1416334505
19-Nov-14	40300030328	1416420905
20-Nov-14	40300030328	1416507305
21-Nov-14	40300030328	1416593705
22-Nov-14	40300030328	1416680105
23-Nov-14	40300030328	1416766505
24-Nov-14	40300030328	1416852905
25-Nov-14	40300030328	1416939305
26-Nov-14	40300030328	1417025705
27-Nov-14	40300030328	1417112105
28-Nov-14	40300030328	1417198505
29-Nov-14	40300030328	1417284905
30-Nov-14	40300030328	1417371305
01-Dec-14	40300030328	1417457705
02-Dec-14	40300030328	1417544105
03-Dec-14	40300030328	1417630505
04-Dec-14	40007470271	1417716905
05-Dec-14	40007470271	1417803305
06-Dec-14	40007470271	1417889705
07-Dec-14	40007470271	1417976105
08-Dec-14	40007470271	1418062505
09-Dec-14	40007470271	1418148905
10-Dec-14	40007470271	1418235305
11-Dec-14	40007470271	1418321705
12-Dec-14	40007470271	1418408105
13-Dec-14	40007470271	1418494505
14-Dec-14	40007470271	1418580905
15-Dec-14	40007470271	1418667305
16-Dec-14	40007470271	1418753705
17-Dec-14	40007470271	1418840105
18-Dec-14	39457671307	1418926505
19-Dec-14	39457671307	1419012905
20-Dec-14	39457671307	1419099305
21-Dec-14	39457671307	1419185705
22-Dec-14	39457671307	1419272105
23-Dec-14	39457671307	1419358505
24-Dec-14	39457671307	1419444905
25-Dec-14	39457671307	1419531305
26-Dec-14	39457671307	1419617705
27-Dec-14	39457671307	1419704105
28-Dec-14	39457671307	1419790505
29-Dec-14	39457671307	1419876905
30-Dec-14	39457671307	1419963305
31-Dec-14	40640955017	1420049705
01-Jan-15	40640955017	1420136105
02-Jan-15	40640955017	1420222505
03-Jan-15	40640955017	1420308905
04-Jan-15	40640955017	1420395305
05-Jan-15	40640955017	1420481705
06-Jan-15	40640955017	1420568105
07-Jan-15	40640955017	1420654505
08-Jan-15	40640955017	1420740905
09-Jan-15	40640955017	1420827305
10-Jan-15	40640955017	1420913705
11-Jan-15	40640955017	1421000105
12-Jan-15	43971662056	1421086505
