date	close	x
28-Apr-14	7.583333333	1398708905
29-Apr-14	8.166666667	1398795305
30-Apr-14	7.666666667	1398881705
01-May-14	7.65	1398968105
02-May-14	6.966666667	1399054505
03-May-14	8.216666667	1399140905
04-May-14	7.633333333	1399227305
05-May-14	8.366666667	1399313705
06-May-14	7	1399400105
07-May-14	7.983333333	1399486505
08-May-14	8.133333333	1399572905
09-May-14	7.6	1399659305
10-May-14	6.633333333	1399745705
11-May-14	7.85	1399832105
12-May-14	7.766666667	1399918505
13-May-14	7	1400004905
14-May-14	7.4	1400091305
15-May-14	7.5	1400177705
16-May-14	6.266666667	1400264105
17-May-14	7.1	1400350505
18-May-14	7.183333333	1400436905
19-May-14	6.533333333	1400523305
20-May-14	6.833333333	1400609705
21-May-14	6.533333333	1400696105
22-May-14	7.45	1400782505
23-May-14	6.933333333	1400868905
24-May-14	7.35	1400955305
25-May-14	8.466666667	1401041705
26-May-14	7.383333333	1401128105
27-May-14	8.266666667	1401214505
28-May-14	6.933333333	1401300905
29-May-14	7.833333333	1401387305
30-May-14	7.383333333	1401473705
31-May-14	7.5	1401560105
01-Jun-14	6.633333333	1401646505
02-Jun-14	6.866666667	1401732905
03-Jun-14	5.983333333	1401819305
04-Jun-14	6.433333333	1401905705
05-Jun-14	7.766666667	1401992105
06-Jun-14	7.416666667	1402078505
07-Jun-14	7.25	1402164905
08-Jun-14	7.366666667	1402251305
09-Jun-14	8.933333333	1402337705
10-Jun-14	6.75	1402424105
11-Jun-14	7.8	1402510505
12-Jun-14	7.716666667	1402596905
13-Jun-14	7.35	1402683305
14-Jun-14	6.966666667	1402769705
15-Jun-14	6.266666667	1402856105
16-Jun-14	5.8	1402942505
17-Jun-14	6.383333333	1403028905
18-Jun-14	6.5	1403115305
19-Jun-14	8.116666667	1403201705
20-Jun-14	5.716666667	1403288105
21-Jun-14	5.883333333	1403374505
22-Jun-14	5.9	1403460905
23-Jun-14	8.25	1403547305
24-Jun-14	6.016666667	1403633705
25-Jun-14	5.75	1403720105
26-Jun-14	6.216666667	1403806505
27-Jun-14	6	1403892905
28-Jun-14	5.583333333	1403979305
29-Jun-14	6.716666667	1404065705
30-Jun-14	9.3	1404152105
01-Jul-14	8.316666667	1404238505
